8bc6bb96e00acb88ee954fc1702afb48a2d1ea05309d90f3dfedb3a155a6d06e,IT 989/20 / Thesis / Research hours,A
f2c567e727dd3730f75b90f59460f6ab50c975cb8ea0ea653403f783df0e67df,IT 989/8 / Thesis / Research hours,A
5d7799b46ed3c5e2a0d45f6444cd91efda0c9d4c89ba7b2cac9d8e65f5acdd94,IT 989/8 / Thesis / Research hours,A
cce428fe0b9d509ceb3b52094ad39a03ed4a4920287bde92ad1df2c28a0c9400,IT 989/8 / Thesis / Research hours,A
ffba274d8a68b64e86980a5d807a0057faa389d2c7a5857424d47dc960e8c434,IT 989/8 / Thesis / Research hours,A
07f606352fdbbf70fce33c81fcdb781f8b4dd09d932a078cd9b6b80b6257884a,IT 999/8 / Thesis/Research hours [PHD],A
379fbe4ed37dd655ad0b6e6b1f85170ef5b39f85f722534470e3b9ac7080edd5,IT 989/16 / Thesis / Research hours,A
379fbe4ed37dd655ad0b6e6b1f85170ef5b39f85f722534470e3b9ac7080edd5,IT 989/8 / Thesis / Research hours,A
c1241b5e1701c076e348470cbf6f1ac0cfba954886e6a5f768610278405f0bcd,IT 989/4 / Thesis / Research hours,A
7831476d3e16e91a272fdb17a4e624c33add015271612ab5cc1bfe0372bd7815,ESS 201 / Programming II,A
cc8d16913ff4a82fc818b9332e1b3a11db0f960da8ef6341c1d60211c3bd2887,ESS 201 / Programming II,A
96994b81a21c78931e05f5c3e0a933c99a80af3436f04d7ad325e6d122a53ecb,ESS 201 / Programming II,A
8bd05482a86ad6977dfc251e5e5eca2cf140e5b97259fdf75c6059041acac741,ESS 201 / Programming II,A
03c401666f88bd87df6663255493524ba394e8db25ba9af794c9febc0c03f12b,ESS 201 / Programming II,A
379fbe4ed37dd655ad0b6e6b1f85170ef5b39f85f722534470e3b9ac7080edd5,AI 511 / Machine Learning,A
379fbe4ed37dd655ad0b6e6b1f85170ef5b39f85f722534470e3b9ac7080edd5,AI 703 / Geographic Information Systems,A
379fbe4ed37dd655ad0b6e6b1f85170ef5b39f85f722534470e3b9ac7080edd5,AI 724 / Statistical Techniques for Spatio-Temporal Data Analysis,A
379fbe4ed37dd655ad0b6e6b1f85170ef5b39f85f722534470e3b9ac7080edd5,CS 732 / Data Visualization,A
379fbe4ed37dd655ad0b6e6b1f85170ef5b39f85f722534470e3b9ac7080edd5,NC 854 / Digital Image Processing,A
c1241b5e1701c076e348470cbf6f1ac0cfba954886e6a5f768610278405f0bcd,AI 831 / Few-shot Learning,A
c1241b5e1701c076e348470cbf6f1ac0cfba954886e6a5f768610278405f0bcd,AI 835 / Self-Supervised Learning,A
c1241b5e1701c076e348470cbf6f1ac0cfba954886e6a5f768610278405f0bcd,GN 611 / Research & Publication Ethics,A
c1241b5e1701c076e348470cbf6f1ac0cfba954886e6a5f768610278405f0bcd,AI 902 / Reading Elective,A
c495b222eaab1dd45046499983f7978dd997f30f26ad7ab42453b8827ed9903f,AMS 101 / Probability & Statistics,A
c495b222eaab1dd45046499983f7978dd997f30f26ad7ab42453b8827ed9903f,AMS 103 / Calculus,A
c495b222eaab1dd45046499983f7978dd997f30f26ad7ab42453b8827ed9903f,EGC 102 / Digital Design,A
c495b222eaab1dd45046499983f7978dd997f30f26ad7ab42453b8827ed9903f,EGC 111 / Programming 1A (C Programming),A
c495b222eaab1dd45046499983f7978dd997f30f26ad7ab42453b8827ed9903f,EGC 112 / Programming 1B (Python Programming),A
c495b222eaab1dd45046499983f7978dd997f30f26ad7ab42453b8827ed9903f,GNL 101 / English,A
c495b222eaab1dd45046499983f7978dd997f30f26ad7ab42453b8827ed9903f,GNL 102 / Physical Education 1,A
c495b222eaab1dd45046499983f7978dd997f30f26ad7ab42453b8827ed9903f,HSS 111 / Economics-1,A
827409aecc2bf1b9c22a1b0b1d4e3b7261565809ac8fc0787922f5c650d9c85b,AMS 101 / Probability & Statistics,A
827409aecc2bf1b9c22a1b0b1d4e3b7261565809ac8fc0787922f5c650d9c85b,AMS 103 / Calculus,A
827409aecc2bf1b9c22a1b0b1d4e3b7261565809ac8fc0787922f5c650d9c85b,EGC 102 / Digital Design,A
827409aecc2bf1b9c22a1b0b1d4e3b7261565809ac8fc0787922f5c650d9c85b,EGC 111 / Programming 1A (C Programming),A
827409aecc2bf1b9c22a1b0b1d4e3b7261565809ac8fc0787922f5c650d9c85b,EGC 112 / Programming 1B (Python Programming),A
827409aecc2bf1b9c22a1b0b1d4e3b7261565809ac8fc0787922f5c650d9c85b,GNL 101 / English,A
827409aecc2bf1b9c22a1b0b1d4e3b7261565809ac8fc0787922f5c650d9c85b,GNL 102 / Physical Education 1,A
827409aecc2bf1b9c22a1b0b1d4e3b7261565809ac8fc0787922f5c650d9c85b,HSS 111 / Economics-1,A
fcfa55660b5d441de2ef2e9b0b95b18c33a3f4853acdd231fea1eddd58dcc1ee,AMS 102 / Probability & Random Process,A
fcfa55660b5d441de2ef2e9b0b95b18c33a3f4853acdd231fea1eddd58dcc1ee,AMS 103 / Calculus,A
fcfa55660b5d441de2ef2e9b0b95b18c33a3f4853acdd231fea1eddd58dcc1ee,EGC 102 / Digital Design,A
fcfa55660b5d441de2ef2e9b0b95b18c33a3f4853acdd231fea1eddd58dcc1ee,EGC 111 / Programming 1A (C Programming),A
fcfa55660b5d441de2ef2e9b0b95b18c33a3f4853acdd231fea1eddd58dcc1ee,EGC 112 / Programming 1B (Python Programming),A
fcfa55660b5d441de2ef2e9b0b95b18c33a3f4853acdd231fea1eddd58dcc1ee,GNL 101 / English,A
fcfa55660b5d441de2ef2e9b0b95b18c33a3f4853acdd231fea1eddd58dcc1ee,GNL 102 / Physical Education 1,A
fcfa55660b5d441de2ef2e9b0b95b18c33a3f4853acdd231fea1eddd58dcc1ee,HSS 111 / Economics-1,A
fc43072bf0449e0f4f3743a9fb44d63507c0444bf6db7440443111fb0f406bce,AMS 101 / Probability & Statistics,A
fc43072bf0449e0f4f3743a9fb44d63507c0444bf6db7440443111fb0f406bce,AMS 103 / Calculus,A
fc43072bf0449e0f4f3743a9fb44d63507c0444bf6db7440443111fb0f406bce,EGC 102 / Digital Design,A
fc43072bf0449e0f4f3743a9fb44d63507c0444bf6db7440443111fb0f406bce,EGC 111 / Programming 1A (C Programming),A
fc43072bf0449e0f4f3743a9fb44d63507c0444bf6db7440443111fb0f406bce,EGC 112 / Programming 1B (Python Programming),A
fc43072bf0449e0f4f3743a9fb44d63507c0444bf6db7440443111fb0f406bce,GNL 101 / English,A
fc43072bf0449e0f4f3743a9fb44d63507c0444bf6db7440443111fb0f406bce,GNL 102 / Physical Education 1,A
fc43072bf0449e0f4f3743a9fb44d63507c0444bf6db7440443111fb0f406bce,HSS 111 / Economics-1,A
7e04f5f9d596eb43de342a87b48e66fda4dbffc12e7d70cacc1c949cb79da096,AMS 101 / Probability & Statistics,A
7e04f5f9d596eb43de342a87b48e66fda4dbffc12e7d70cacc1c949cb79da096,AMS 103 / Calculus,A
7e04f5f9d596eb43de342a87b48e66fda4dbffc12e7d70cacc1c949cb79da096,EGC 102 / Digital Design,A
7e04f5f9d596eb43de342a87b48e66fda4dbffc12e7d70cacc1c949cb79da096,EGC 111 / Programming 1A (C Programming),A
7e04f5f9d596eb43de342a87b48e66fda4dbffc12e7d70cacc1c949cb79da096,EGC 112 / Programming 1B (Python Programming),A
7e04f5f9d596eb43de342a87b48e66fda4dbffc12e7d70cacc1c949cb79da096,GNL 101 / English,A
7e04f5f9d596eb43de342a87b48e66fda4dbffc12e7d70cacc1c949cb79da096,GNL 102 / Physical Education 1,A
7e04f5f9d596eb43de342a87b48e66fda4dbffc12e7d70cacc1c949cb79da096,HSS 111 / Economics-1,A
d00d81b4494485f4d1ec32f0d9e19b8782d3cdc20e4b8b0df583542a3584eb97,AMS 101 / Probability & Statistics,A
d00d81b4494485f4d1ec32f0d9e19b8782d3cdc20e4b8b0df583542a3584eb97,AMS 103 / Calculus,A
